"시군구코드","지정년도","지정번호","신청일자","지정일자","업소명","소재지도로명","소재지지번","허가(신고)번호","업태명","주된음식","영업장면적(㎡)","행정동명","급수시설구분","소재지전화번호"
"3070000","2020","0004","20200929","20201124","기찬 전통육개장 흑염소 전문점","서울특별시 성북구 솔샘로 71 (정릉동1층)","서울특별시 성북구 정릉동  290번지 54호  1층","3070000-101-2010-00141","한식","돼지갈비","85.01","정릉제4동","상수도전용","02  982 5070"
"3070000","2020","0006","20200929","20201124","김태완의초밥좋은날","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","김태완의초밥좋은날","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","김태완의초밥좋은날","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","만복식당(성신여대점)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","만복식당(성신여대점)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","만복식당(성신여대점)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","만복식당(성신여대점)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0009","20200929","20201124","유자유 김치떡볶이","서울특별시 성북구 인촌로24길 48 2층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 37호  ","3070000-101-2018-00318","한식","김치떡볶이","201.11","안암동","","02  928 7754"
"3070000","2020","0004","20200929","20201124","기찬 전통육개장 흑염소 전문점","서울특별시 성북구 솔샘로 71 (정릉동1층)","서울특별시 성북구 정릉동  290번지 54호  1층","3070000-101-2010-00141","한식","돼지갈비","85.01","정릉제4동","상수도전용","02  982 5070"
"3070000","2020","0004","20200929","20201124","약산 전통육개장 흑염소 전문점","서울특별시 성북구 솔샘로 71 (정릉동1층)","서울특별시 성북구 정릉동  290번지 54호  1층","3070000-101-2010-00141","한식","돼지갈비","85.01","정릉제4동","상수도전용","02  982 5070"
"3070000","2020","0012","20200929","20201124","정릉곤드레밥","서울특별시 성북구 보국문로18가길 5-13 (정릉동)","서울특별시 성북구 정릉동  266번지 401호  지상1층","3070000-101-2020-00025","한식","곤드레밥","110.00","정릉제4동","",""
"3070000","2020","0010","20200929","20201124","만복식당","서울특별시 성북구 개운사길 34 지1층 (안암동5가)","서울특별시 성북구 안암동5가  15번지 14호  ","3070000-101-2019-00234","한식","삼겹살","108.60","안암동","",""
"3070000","2020","0008","20200929","20201124","치폴레옹(고려대점)","서울특별시 성북구 인촌로24길 45 2층 (안암동5가)","서울특별시 성북구 안암동5가  103번지 101호  ","3070000-101-2018-00214","경양식","치킨스테이크","96.43","안암동","",""
"3070000","2020","0011","20200929","20201124","원진노기순청국장","서울특별시 성북구 안암로9가길 94 1층 (안암동5가)","서울특별시 성북구 안암동5가  136번지 12호  ","3070000-101-2019-00312","한식","청국장","129.85","안암동","","02  925 5733"
"3070000","2020","0004","20200929","20201124","담소면옥","서울특별시 성북구 솔샘로 71 (정릉동1층)","서울특별시 성북구 정릉동  290번지 54호  1층","3070000-101-2010-00141","한식","돼지갈비","85.01","정릉제4동","상수도전용","02  982 5070"
"3070000","2020","0004","20200929","20201124","담소면옥","서울특별시 성북구 솔샘로 71 (정릉동1층)","서울특별시 성북구 정릉동  290번지 54호  1층","3070000-101-2010-00141","한식","돼지갈비","85.01","정릉제4동","상수도전용","02  982 5070"
"3070000","2020","0004","20200929","20201124","약산 전통육개장 흑염소 전문점","서울특별시 성북구 솔샘로 71 (정릉동1층)","서울특별시 성북구 정릉동  290번지 54호  1층","3070000-101-2010-00141","한식","돼지갈비","85.01","정릉제4동","상수도전용","02  982 5070"
"3070000","2020","0002","20200929","20201124","녹천","서울특별시 성북구 동소문로2길 51 (동소문동2가)","서울특별시 성북구 동소문동2가  153번지  ","3070000-101-2007-00190","한식","동태탕","105.60","삼선동","상수도전용","02 7478005"
"3070000","2020","0002","20200929","20201124","녹천","서울특별시 성북구 동소문로2길 51 (동소문동2가)","서울특별시 성북구 동소문동2가  153번지  ","3070000-101-2007-00190","한식","동태탕","105.60","삼선동","상수도전용","02 7478005"
"3070000","2020","0002","20200929","20201124","화끈한동태요리집","서울특별시 성북구 동소문로2길 51 (동소문동2가)","서울특별시 성북구 동소문동2가  153번지  ","3070000-101-2007-00190","한식","동태탕","105.60","삼선동","상수도전용","02 7478005"
"3070000","2020","0002","20200929","20201124","화끈한동태요리집","서울특별시 성북구 동소문로2길 51 (동소문동2가)","서울특별시 성북구 동소문동2가  153번지  ","3070000-101-2007-00190","한식","동태탕","105.60","삼선동","상수도전용","02 7478005"
"3070000","2020","0003","20200929","20201124","포앤시드니","서울특별시 성북구 보문로34길 77 2층 (동선동1가)","서울특별시 성북구 동선동1가  84번지 1호  ","3070000-101-2008-00315","기타","쌀국수","141.00","동선동","상수도전용","02  929 9390"
"3070000","2020","0001","20200929","20201124","할매숯불닭갈비","서울특별시 성북구 동소문로20길 37-5 1층 (동선동1가)","서울특별시 성북구 동선동1가  8번지  ","3070000-101-2002-00131","호프/통닭","닭갈비","54.10","동선동","상수도전용","02 9280210"
"3070000","2020","0005","20200929","20201124","엉터리생고기","서울특별시 성북구 오패산로 98-8 (하월곡동지상1층)","서울특별시 성북구 하월곡동  77번지 217호  지상1층","3070000-101-2010-00344","식육(숯불구이)","삼계탕","190.09","월곡제1동","",""
"3070000","2020","0005","20200929","20201124","엉터리생고기","서울특별시 성북구 오패산로 98-8 (하월곡동지상1층)","서울특별시 성북구 하월곡동  77번지 217호  지상1층","3070000-101-2010-00344","식육(숯불구이)","삼계탕","190.09","월곡제1동","",""
"3070000","2020","0005","20200929","20201124","용주 한방삼계탕","서울특별시 성북구 오패산로 98-8 (하월곡동지상1층)","서울특별시 성북구 하월곡동  77번지 217호  지상1층","3070000-101-2010-00344","식육(숯불구이)","삼계탕","190.09","월곡제1동","",""
"3070000","2020","0005","20200929","20201124","용주 한방삼계탕","서울특별시 성북구 오패산로 98-8 (하월곡동지상1층)","서울특별시 성북구 하월곡동  77번지 217호  지상1층","3070000-101-2010-00344","식육(숯불구이)","삼계탕","190.09","월곡제1동","",""
"3070000","2020","0007","20200929","20201124","담소 소사골 순대 성북구청점","서울특별시 성북구 보문로 144 (보문동1가 외 1필지 보문뉴타운)","서울특별시 성북구 보문동1가  9번지 8호  외 1필지 보문뉴타운","3070000-101-2017-00052","한식","오겹살","122.10","보문동","",""
"3070000","2020","0007","20200929","20201124","담소 소사골 순대 성북구청점","서울특별시 성북구 보문로 144 (보문동1가 외 1필지 보문뉴타운)","서울특별시 성북구 보문동1가  9번지 8호  외 1필지 보문뉴타운","3070000-101-2017-00052","한식","오겹살","122.10","보문동","",""
"3070000","2020","0007","20200929","20201124","제주고깃집","서울특별시 성북구 보문로 144 (보문동1가 외 1필지 보문뉴타운)","서울특별시 성북구 보문동1가  9번지 8호  외 1필지 보문뉴타운","3070000-101-2017-00052","한식","오겹살","122.10","보문동","",""
"3070000","2020","0007","20200929","20201124","제주고깃집","서울특별시 성북구 보문로 144 (보문동1가 외 1필지 보문뉴타운)","서울특별시 성북구 보문동1가  9번지 8호  외 1필지 보문뉴타운","3070000-101-2017-00052","한식","오겹살","122.10","보문동","",""
"3070000","2020","0006","20200929","20201124","초밥좋은날 시즌투(Ⅱ)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","초밥좋은날 시즌투(Ⅱ)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","초밥좋은날 시즌투(Ⅱ)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","초밥좋은날 시즌투(Ⅱ)","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2020","0006","20200929","20201124","김태완의초밥좋은날","서울특별시 성북구 동소문로20길 28-4 (동소문동5가 2층)","서울특별시 성북구 동소문동5가  107번지  ","3070000-101-2012-00208","식육(숯불구이)","삼겹살","95.00","삼선동","","02  923 8628"
"3070000","2019","89  ","20190927","20191120","중경당","서울특별시 성북구 창경궁로43길 30 1층 (성북동1가)","서울특별시 성북구 성북동1가  87번지  ","3070000-101-2018-00163","한식","","72.42","성북동","",""
"3070000","2019","90  ","20190927","20191120","요이사카나(よい魚)","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","요이사카나(よい魚)","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","요이사카나(よい魚)","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","간지","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","간지","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","간지","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","스시엠(M)","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","스시엠(M)","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","90  ","20190927","20191120","스시엠(M)","서울특별시 성북구 보문로 91 201호 (보문동5가)","서울특별시 성북구 보문동5가  7번지  ","3070000-101-2014-00316","경양식","스시회","92.00","보문동","상수도전용",""
"3070000","2019","86  ","20190926","20191120","신명가해물짬뽕","서울특별시 성북구 오패산로 13 (하월곡동)","서울특별시 성북구 하월곡동  67번지 10호  ","3070000-101-2015-00177","중국식","짬뽕","90.71","월곡제1동","",""
"3070000","2019","86  ","20190926","20191120","신명가해물짬뽕","서울특별시 성북구 오패산로 13 (하월곡동)","서울특별시 성북구 하월곡동  67번지 10호  ","3070000-101-2015-00177","중국식","짬뽕","90.71","월곡제1동","",""
"3070000","2019","86  ","20190926","20191120","명가해물짬뽕전문점","서울특별시 성북구 오패산로 13 (하월곡동)","서울특별시 성북구 하월곡동  67번지 10호  ","3070000-101-2015-00177","중국식","짬뽕","90.71","월곡제1동","",""
"3070000","2019","86  ","20190926","20191120","명가해물짬뽕전문점","서울특별시 성북구 오패산로 13 (하월곡동)","서울특별시 성북구 하월곡동  67번지 10호  ","3070000-101-2015-00177","중국식","짬뽕","90.71","월곡제1동","",""
"3070000","2019","87  ","20190926","20191120","유정식당","서울특별시 성북구 북악산로29길 21 (종암동)","서울특별시 성북구 종암동  33번지 78호  ","3070000-101-1995-01990","한식","","374.27","종암동","상수도전용","02 9286256"
"3070000","2019","88  ","20190926","20191120","도쿄커틀릿","서울특별시 성북구 동소문로22길 57-1 (동선동2가)","서울특별시 성북구 동선동2가  131번지  ","3070000-101-1995-01862","한식","돈까스","48.00","동선동","상수도전용","02 9299292"
"3070000","2018","93  ","20180914","20181116","이세(李世)돈가스전문점","서울특별시 성북구 개운사길 32 1층 (안암동5가)","서울특별시 성북구 안암동5가  15번지 53호  ","3070000-101-2017-00046","한식","돈가스","89.00","안암동","",""
"3070000","2018","90  ","20180914","20181116","미운오리","서울특별시 성북구 보문로 123 (보문동2가(1층))","서울특별시 성북구 보문동2가  104번지  (1층)","3070000-101-2010-00348","한식","오리고기","112.77","보문동","","02  923 9999"
"3070000","2018","95  ","20180914","20181116","스시바","서울특별시 성북구 인촌로28길 16 (안암동5가 안암랜드빌딩1층)","서울특별시 성북구 안암동5가  86번지 132호  안암랜드빌딩1층","3070000-101-2012-00061","일식","스시","82.50","안암동","","02  925 2255"
"3070000","2018","96  ","20180914","20181116","역전할머니맥주","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","96  ","20180914","20181116","숙성의미(고대점)","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","96  ","20180914","20181116","숙성의미(고대점)","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","96  ","20180914","20181116","서래갈매기(고대점)","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","96  ","20180914","20181116","서래갈매기(고대점)","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","96  ","20180914","20181116","역전할머니맥주 고대점","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","98  ","20180914","20181116","내가찜한닭","서울특별시 성북구 고려대로24길 32 칠보빌딩 2층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 87호  칠보빌딩","3070000-101-2016-00109","한식","찜닭","166.22","안암동","",""
"3070000","2018","98  ","20180914","20181116","내가찜한닭","서울특별시 성북구 고려대로24길 32 칠보빌딩 2층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 87호  칠보빌딩","3070000-101-2016-00109","한식","찜닭","166.22","안암동","",""
"3070000","2018","99  ","20180914","20181116","육쌈냉면","서울특별시 성북구 인촌로24길 6 (안암동5가)","서울특별시 성북구 안암동5가  146번지 5호  ","3070000-101-2002-00127","기타","냉면","126.22","안암동","상수도전용",""
"3070000","2018","97  ","20180914","20181116","본샤브칼국수","서울특별시 성북구 인촌로24길 16 (안암동5가)","서울특별시 성북구 안암동5가  102번지 66호  ","3070000-101-2014-00099","한식","칼국수","91.33","안암동","상수도전용","02 951 188"
"3070000","2018","96  ","20180914","20181116","역전할머니맥주 고대점","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","96  ","20180914","20181116","역전할머니맥주","서울특별시 성북구 고려대로24길 14 1층 (안암동5가)","서울특별시 성북구 안암동5가  102번지 64호  1층","3070000-101-2003-00510","한식","고기","99.00","안암동","상수도전용","02 9218418"
"3070000","2018","89  ","20180914","20181116","태조집 태조감자국 성신여대점","서울특별시 성북구 보문로34길 43 (동선동1가)","서울특별시 성북구 동선동1가  49번지 0호  ","3070000-101-1999-09224","한식","감자탕","115.00","동선동","상수도전용","02  921 7667"
"3070000","2018","88  ","20180914","20181116","가나다라생고기","서울특별시 성북구 성북로4길 52 스포츠센타동 5103호 (돈암동 한신한진아파트)","서울특별시 성북구 돈암동  609번지 1호  ","3070000-101-2017-00020","식육(숯불구이)","고기","66.78","돈암제2동","상수도전용",""
"3070000","2017","93  ","20171026","20171121","전주완산골","서울특별시 성북구 고려대로 84 (안암동5가)","서울특별시 성북구 안암동5가  146번지 31호  ","3070000-101-2003-00101","한식","","118.80","안암동","상수도전용","02 9535311"
"3070000","2017","96  ","20171026","20171121","매스플레이트","서울특별시 성북구 개운사길 18 (안암동5가 2층)","서울특별시 성북구 안암동5가  101번지 27호  ","3070000-101-2012-00071","기타","","158.40","안암동","","02  921 4940"
"3070000","2017","96  ","20171026","20171121","매스플레이트","서울특별시 성북구 개운사길 18 (안암동5가 2층)","서울특별시 성북구 안암동5가  101번지 27호  ","3070000-101-2012-00071","기타","","158.40","안암동","","02  921 4940"
"3070000","2017","94  ","20171026","20171121","미각","서울특별시 성북구 인촌로24길 44 (안암동5가)","서울특별시 성북구 안암동5가  102번지 36호  ","3070000-101-2015-00125","중국식","","313.13","안암동","",""
"3070000","2017","95  ","20171026","20171121","모심","서울특별시 성북구 개운사길 8 3층 (안암동5가)","서울특별시 성북구 안암동5가  101번지 3호  3층","3070000-101-2008-00208","한식","","379.99","안암동","상수도전용","02  953 0333"
"3070000","2017","89  ","20171020","20171121","칠백집","서울특별시 성북구 보문로30길 39 1층 (동선동2가)","서울특별시 성북구 동선동2가  57번지  ","3070000-101-2001-11127","한식","","25.38","동선동","상수도전용","02 9263273"
"3070000","2017","89  ","20171020","20171121","칠백집서울껍데기","서울특별시 성북구 보문로30길 39 1층 (동선동2가)","서울특별시 성북구 동선동2가  57번지  ","3070000-101-2001-11127","한식","","25.38","동선동","상수도전용","02 9263273"
"3070000","2017","89  ","20171020","20171121","칠백집","서울특별시 성북구 보문로30길 39 1층 (동선동2가)","서울특별시 성북구 동선동2가  57번지  ","3070000-101-2001-11127","한식","","25.38","동선동","상수도전용","02 9263273"
"3070000","2017","89  ","20171020","20171121","칠백집서울껍데기","서울특별시 성북구 보문로30길 39 1층 (동선동2가)","서울특별시 성북구 동선동2가  57번지  ","3070000-101-2001-11127","한식","","25.38","동선동","상수도전용","02 9263273"
"3070000","2017","91  ","20171020","20171121","보리보리시골밥상","서울특별시 성북구 솔샘로1길 19 (정릉동)","서울특별시 성북구 정릉동  674번지 3호  ","3070000-101-2011-00064","한식","","162.00","정릉제1동","",""
"3070000","2017","92  ","20171018","20171121","성북동사람들박앤윤","서울특별시 성북구 대사관로 40 지상123층 (성북동)","서울특별시 성북구 성북동  330번지 105호  ","3070000-101-2015-00205","한식","","423.74","성북동","",""
"3070000","2017","92  ","20171018","20171121","성북동사람들박앤윤","서울특별시 성북구 대사관로 40 지상123층 (성북동)","서울특별시 성북구 성북동  330번지 105호  ","3070000-101-2015-00205","한식","","423.74","성북동","",""
"3070000","2016","93  ","20160930","20161122","만선참치","서울특별시 성북구 동소문로20길 29-7 (동선동1가태백빌딩)","서울특별시 성북구 동선동1가  4번지 10호  태백빌딩","3070000-101-2005-00351","회집","참치","50.16","동선동","상수도전용","02 9263733"
"3070000","2016","92  ","20160928","20161122","창신동매운족발 석계점","서울특별시 성북구 한천로78길 52 (석관동)","서울특별시 성북구 석관동  131번지 10호  ","3070000-101-2004-00183","한식","족발","56.10","석관동","상수도전용","02  959 8033"
"3070000","2016","91  ","20160926","20161122","(주)삼대족발(석관점)","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","(주)삼대족발(석관점)","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","(주)삼대족발(석관점)","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","삼대족발(석관점)","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","삼대족발(석관점)","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","삼대족발(석관점)","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","주)대게축제","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","주)대게축제","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2016","91  ","20160926","20161122","주)대게축제","서울특별시 성북구 한천로 595 (석관동(지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡))","서울특별시 성북구 석관동  189번지 6호  (지하178.08㎡지상1층 184.33㎡지상2층 199.45㎡)","3070000-101-2011-00133","한식","대게","576.98","석관동","",""
"3070000","2015","0009","20151005","20151208","전원주의손큰할매순대국국민대점","서울특별시 성북구 정릉로 169 1층 (정릉동)","서울특별시 성북구 정릉동  675번지 1호  ","3070000-101-2014-00286","한식","순대국","239.04","정릉제3동","",""
"3070000","2015","0001","20151002","20151208","구어줘 양대창집","서울특별시 성북구 보문로 149 1층 (삼선동5가)","서울특별시 성북구 삼선동5가  291번지 1호  1층","3070000-101-2015-00170","한식","소머리국밥","103.50","삼선동","",""
"3070000","2015","0005","20151002","20151208","혜화면옥","서울특별시 성북구 보문로 193-1 (삼선동4가 1층)","서울특별시 성북구 삼선동4가  345번지 1호  1층","3070000-101-2014-00342","한식","냉면","50.54","삼선동","상수도전용",""
"3070000","2015","0008","20151002","20151208","참이맛감자탕(정릉점)","서울특별시 성북구 솔샘로25길 20 상가2동 101호 (정릉동 정릉풍림아이원)","서울특별시 성북구 정릉동  239번지  정릉풍림아이원 상가2동-101","3070000-101-2014-00026","탕류(보신용)","감자탕","46.80","정릉제4동","상수도전용","02  912 2001"
"3070000","2015","0008","20151002","20151208","참이맛감자탕(정릉점)","서울특별시 성북구 솔샘로25길 20 정릉풍림상가 상가1동 108-1호 (정릉동)","서울특별시 성북구 정릉동  239번지  정릉풍림상가","3070000-101-2014-00026","탕류(보신용)","감자탕","46.80","정릉제4동","상수도전용","02  912 2001"
"3070000","2015","0001","20151002","20151208","구어줘 양대창집","서울특별시 성북구 보문로 149 1층 (삼선동5가)","서울특별시 성북구 삼선동5가  291번지 1호  1층","3070000-101-2015-00170","한식","소머리국밥","103.50","삼선동","",""
